# colgem_fitter.py log
# start time: Thu Jan  8 10:16:55 2015
# input file: projects/hivepi/data/SIRTree.n1000.RLRootToTip.timetree.nwk
# annealing settings: tol0=0.020000, mintol=0.010000, decay=0.002500
# MCMC settings: {"phi": {"log": "false", "weight": 1.0, "min": 0.05, "max": 1.0, "initial": 0.2, "prior": "", "sigma": 0.1}, "N": {"log": "true", "weight": 2.0, "min": 200.0, "max": 100000.0, "initial": 2000.0, "prior": "norm(loc=8000, scale=3000)", "sigma": 0.2}, "p": {"log": "false", "weight": 0.0, "min": 0.0, "max": 1.0, "initial": 1.0, "prior": "lognorm(1)", "sigma": 0.0}, "beta": {"log": "true", "weight": 2.0, "min": 0.0, "max": 0.01, "initial": 0.002, "prior": "lognorm(0.5)", "sigma": 0.2}, "gamma": {"log": "false", "weight": 1.0, "min": 0.01, "max": 1.0, "initial": 0.2, "prior": "", "sigma": 0.1}, "t_end": {"log": "false", "weight": 1.0, "min": 13.822800531019794, "max": 15.205080584121776, "initial": 13.822800531019794, "prior": "uniform(loc=520, scale=2600)", "sigma": 0.5}}
# kernel settings: decay=0.350000 normalize=mean tau=0.500000 
state	score	N	beta	gamma	p	phi	t_end
246	0.957736070482	9633.07838494	9.04226100451e-05	0.0492559412348	1.0	0.340757375618	14.7392463125
247	0.957736070482	9633.07838494	9.04226100451e-05	0.0492559412348	1.0	0.340757375618	14.7392463125
248	0.958139223309	8818.6606446	0.000111888074484	0.0915696130862	1.0	0.376854192643	14.0564482466
249	0.958139223309	8818.6606446	0.000111888074484	0.0915696130862	1.0	0.376854192643	14.0564482466
250	0.958139223309	8818.6606446	0.000111888074484	0.0915696130862	1.0	0.376854192643	14.0564482466
251	0.957438547269	8816.53912118	0.000142495487004	0.143195126663	1.0	0.376105361726	13.914079128
252	0.957438547269	8816.53912118	0.000142495487004	0.143195126663	1.0	0.376105361726	13.914079128
253	0.957438547269	8816.53912118	0.000142495487004	0.143195126663	1.0	0.376105361726	13.914079128
254	0.957438547269	8816.53912118	0.000142495487004	0.143195126663	1.0	0.376105361726	13.914079128
255	0.957438547269	8816.53912118	0.000142495487004	0.143195126663	1.0	0.376105361726	13.914079128
256	0.957438547269	8816.53912118	0.000142495487004	0.143195126663	1.0	0.376105361726	13.914079128
257	0.94345019214	11900.7400326	0.000114239568777	0.15757653293	1.0	0.370362347602	14.263906597
258	0.94345019214	11900.7400326	0.000114239568777	0.15757653293	1.0	0.370362347602	14.263906597
259	0.94345019214	11900.7400326	0.000114239568777	0.15757653293	1.0	0.370362347602	14.263906597
260	0.94345019214	11900.7400326	0.000114239568777	0.15757653293	1.0	0.370362347602	14.263906597
261	0.957306562173	11938.3115698	0.000105901926124	0.18277116144	1.0	0.527376038815	14.9736106492
262	0.957306562173	11938.3115698	0.000105901926124	0.18277116144	1.0	0.527376038815	14.9736106492
263	0.957306562173	11938.3115698	0.000105901926124	0.18277116144	1.0	0.527376038815	14.9736106492
264	0.955151086961	14327.290578	8.03445762682e-05	0.103324950662	1.0	0.553917110698	14.2569457813
265	0.955151086961	14327.290578	8.03445762682e-05	0.103324950662	1.0	0.553917110698	14.2569457813
266	0.955151086961	14327.290578	8.03445762682e-05	0.103324950662	1.0	0.553917110698	14.2569457813
267	0.943527477179	17614.3504621	0.000103852210432	0.224270498567	1.0	0.636224825672	14.7133596981
268	0.943527477179	17614.3504621	0.000103852210432	0.224270498567	1.0	0.636224825672	14.7133596981
269	0.943527477179	17614.3504621	0.000103852210432	0.224270498567	1.0	0.636224825672	14.7133596981
270	0.943527477179	17614.3504621	0.000103852210432	0.224270498567	1.0	0.636224825672	14.7133596981
271	0.943527477179	17614.3504621	0.000103852210432	0.224270498567	1.0	0.636224825672	14.7133596981
272	0.957359936685	15983.6414797	8.77948233456e-05	0.240098420043	1.0	0.542129429259	14.4589560745
273	0.957359936685	15983.6414797	8.77948233456e-05	0.240098420043	1.0	0.542129429259	14.4589560745
274	0.955995765629	10459.4416884	0.00012699860627	0.188048677394	1.0	0.388475313077	14.2430585177
275	0.955995765629	10459.4416884	0.00012699860627	0.188048677394	1.0	0.388475313077	14.2430585177
276	0.955995765629	10459.4416884	0.00012699860627	0.188048677394	1.0	0.388475313077	14.2430585177
277	0.956399380256	9898.76677864	0.000134977212757	0.285059972363	1.0	0.428588600613	14.0015155369
278	0.956399380256	9898.76677864	0.000134977212757	0.285059972363	1.0	0.428588600613	14.0015155369
279	0.956399380256	9898.76677864	0.000134977212757	0.285059972363	1.0	0.428588600613	14.0015155369
280	0.956399380256	9898.76677864	0.000134977212757	0.285059972363	1.0	0.428588600613	14.0015155369
281	0.930446167273	10376.0148012	0.000133558024112	0.141444378943	1.0	0.360360375161	15.0798587994
282	0.930446167273	10376.0148012	0.000133558024112	0.141444378943	1.0	0.360360375161	15.0798587994
283	0.930446167273	10376.0148012	0.000133558024112	0.141444378943	1.0	0.360360375161	15.0798587994
284	0.946647299828	9638.45115792	9.09069514842e-05	0.0995708865764	1.0	0.415194796401	15.1880148951
285	0.946647299828	9638.45115792	9.09069514842e-05	0.0995708865764	1.0	0.415194796401	15.1880148951
286	0.946281949262	9774.3376235	8.40851447781e-05	0.0509614169634	1.0	0.438676669985	14.9037194987
287	0.946281949262	9774.3376235	8.40851447781e-05	0.0509614169634	1.0	0.438676669985	14.9037194987
288	0.946281949262	9774.3376235	8.40851447781e-05	0.0509614169634	1.0	0.438676669985	14.9037194987
289	0.946281949262	9774.3376235	8.40851447781e-05	0.0509614169634	1.0	0.438676669985	14.9037194987
290	0.92623953518	11006.0534623	7.030131813e-05	0.135919507671	1.0	0.478065259502	15.0257123118
291	0.92623953518	11006.0534623	7.030131813e-05	0.135919507671	1.0	0.478065259502	15.0257123118
292	0.930782710985	10609.9751214	6.7723768335e-05	0.0864262229965	1.0	0.430937529049	14.6739126972
293	0.930782710985	10609.9751214	6.7723768335e-05	0.0864262229965	1.0	0.430937529049	14.6739126972
294	0.930782710985	10609.9751214	6.7723768335e-05	0.0864262229965	1.0	0.430937529049	14.6739126972
295	0.941150877024	10920.827857	8.92096385083e-05	0.0854315435347	1.0	0.52175744304	14.9142638683
296	0.941150877024	10920.827857	8.92096385083e-05	0.0854315435347	1.0	0.52175744304	14.9142638683
297	0.95969641363	11099.1205533	0.000105451942856	0.0924498914594	1.0	0.443989885411	14.7330991298
298	0.956785534369	10598.7574391	8.46175332092e-05	0.0178707119414	1.0	0.402892715334	14.5516716399
299	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
300	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
301	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
302	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
303	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
304	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
305	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
306	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
307	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
308	0.959985443644	10192.3480116	0.00011683930776	0.140367832176	1.0	0.376114043503	14.4989509449
309	0.955706255171	7720.63122539	0.000155411187952	0.0163619320426	1.0	0.423620997349	14.6182458243
310	0.959783373114	7549.48862608	0.000155593861471	0.0694030612411	1.0	0.424027523425	14.5988892603
311	0.959783373114	7549.48862608	0.000155593861471	0.0694030612411	1.0	0.424027523425	14.5988892603
312	0.960534435165	7130.02933389	0.00015969999905	0.0452384985517	1.0	0.438300066651	14.2979584086
313	0.959359531953	6612.58562382	0.000122467568853	0.0407378558771	1.0	0.232772478743	14.1468441975
314	0.952566210863	6522.34224102	0.000151380638987	0.12722647987	1.0	0.350941277563	15.1089048
315	0.952566210863	6522.34224102	0.000151380638987	0.12722647987	1.0	0.350941277563	15.1089048
316	0.948903832821	7176.89494712	0.000193530084981	0.21431597382	1.0	0.35202557223	14.7353643879
317	0.948903832821	7176.89494712	0.000193530084981	0.21431597382	1.0	0.35202557223	14.7353643879
318	0.957550298867	6468.62530514	0.000188792729776	0.226811115037	1.0	0.330279577059	14.6992432999
319	0.957550298867	6468.62530514	0.000188792729776	0.226811115037	1.0	0.330279577059	14.6992432999
320	0.957550298867	6468.62530514	0.000188792729776	0.226811115037	1.0	0.330279577059	14.6992432999
321	0.959407271865	5938.26846005	0.000225501647274	0.0897694699081	1.0	0.523094694	14.2056607293
322	0.959407271865	5938.26846005	0.000225501647274	0.0897694699081	1.0	0.523094694	14.2056607293
323	0.949392711163	5748.85375425	0.000244404066545	0.237279557746	1.0	0.494946661783	14.3223592295
324	0.95216064358	6144.29336086	0.000257935822419	0.26254810816	1.0	0.4777339309	14.8959208072
325	0.95216064358	6144.29336086	0.000257935822419	0.26254810816	1.0	0.4777339309	14.8959208072
326	0.95216064358	6144.29336086	0.000257935822419	0.26254810816	1.0	0.4777339309	14.8959208072
327	0.95216064358	6144.29336086	0.000257935822419	0.26254810816	1.0	0.4777339309	14.8959208072
328	0.95216064358	6144.29336086	0.000257935822419	0.26254810816	1.0	0.4777339309	14.8959208072
329	0.95216064358	6144.29336086	0.000257935822419	0.26254810816	1.0	0.4777339309	14.8959208072
330	0.949385995418	7968.60495662	0.000205347150776	0.207966275364	1.0	0.531330947741	15.0119933404
331	0.949385995418	7968.60495662	0.000205347150776	0.207966275364	1.0	0.531330947741	15.0119933404
332	0.950268427852	6426.81403314	0.000221626934297	0.119384337648	1.0	0.665759432574	14.5412136498
333	0.947298430887	7347.55521082	0.00025286884138	0.123322052188	1.0	0.704087728185	14.552130145
334	0.947298430887	7347.55521082	0.00025286884138	0.123322052188	1.0	0.704087728185	14.552130145
335	0.947298430887	7347.55521082	0.00025286884138	0.123322052188	1.0	0.704087728185	14.552130145
336	0.947298430887	7347.55521082	0.00025286884138	0.123322052188	1.0	0.704087728185	14.552130145
337	0.941029797668	7182.55961755	0.000199568440299	0.187533979789	1.0	0.737173358004	14.1617097854
338	0.962423877286	8445.09122439	0.000168029088815	0.051356757288	1.0	0.631481586578	14.0260681465
339	0.962423877286	8445.09122439	0.000168029088815	0.051356757288	1.0	0.631481586578	14.0260681465
340	0.962423877286	8445.09122439	0.000168029088815	0.051356757288	1.0	0.631481586578	14.0260681465
341	0.951695775222	7845.40224172	0.000221298018182	0.071194464501	1.0	0.768286120572	14.1181262581
342	0.95283076198	8690.30379729	0.00022383383106	0.0628585870671	1.0	0.87456431121	14.1088127124
343	0.953879330524	8753.8912136	0.000220794715478	0.0880696345673	1.0	0.864851306127	14.4137996624
344	0.953879330524	8753.8912136	0.000220794715478	0.0880696345673	1.0	0.864851306127	14.4137996624
345	0.950642042077	7567.0622055	0.000215896288694	0.121488503011	1.0	0.845661723527	14.3067677273
346	0.950642042077	7567.0622055	0.000215896288694	0.121488503011	1.0	0.845661723527	14.3067677273
347	0.950642042077	7567.0622055	0.000215896288694	0.121488503011	1.0	0.845661723527	14.3067677273
348	0.950642042077	7567.0622055	0.000215896288694	0.121488503011	1.0	0.845661723527	14.3067677273
349	0.950642042077	7567.0622055	0.000215896288694	0.121488503011	1.0	0.845661723527	14.3067677273
350	0.945958562954	8182.19869312	0.000289918668411	0.1699825651	1.0	0.960204710848	14.3087054462
351	0.945958562954	8182.19869312	0.000289918668411	0.1699825651	1.0	0.960204710848	14.3087054462
352	0.945172631987	9935.05941463	0.000284014791764	0.390489406564	1.0	0.954621834498	14.3034188914
353	0.945172631987	9935.05941463	0.000284014791764	0.390489406564	1.0	0.954621834498	14.3034188914
354	0.945172631987	9935.05941463	0.000284014791764	0.390489406564	1.0	0.954621834498	14.3034188914
355	0.945172631987	9935.05941463	0.000284014791764	0.390489406564	1.0	0.954621834498	14.3034188914
356	0.947618344363	8827.45177744	0.000273001297433	0.436847180217	1.0	0.834835351656	14.8668472531
357	0.93762232159	7197.38026628	0.000259451790249	0.301009443023	1.0	0.834300336037	15.066466242
358	0.951059863228	6842.22538015	0.000262201533414	0.128400138706	1.0	0.725365905375	14.9481674352
359	0.951059863228	6842.22538015	0.000262201533414	0.128400138706	1.0	0.725365905375	14.9481674352
360	0.952053836721	6623.83388762	0.00022715410695	0.19654490013	1.0	0.559854475253	14.960771207
361	0.952053836721	6623.83388762	0.00022715410695	0.19654490013	1.0	0.559854475253	14.960771207
362	0.952536208893	6300.7487069	0.000241196239718	0.129739079052	1.0	0.680023335664	14.9691973094
363	0.929830760157	6395.72992833	0.000247699490622	0.303894935086	1.0	0.797266971966	13.9818834971
364	0.929830760157	6395.72992833	0.000247699490622	0.303894935086	1.0	0.797266971966	13.9818834971
365	0.940893981654	6417.49140738	0.000314820258632	0.358849628937	1.0	0.820667135912	13.8240684931
366	0.939388017274	5993.80516964	0.000407442607204	0.263402849962	1.0	0.763879191973	13.9665613308
367	0.945717270291	6341.07501895	0.000323163929182	0.279894825346	1.0	0.792984264364	14.3716568259
368	0.942795428694	7812.71552976	0.000285374441354	0.245957473686	1.0	0.760770039004	14.1904167205
369	0.94317197524	7860.16948071	0.000218426160425	0.231202683377	1.0	0.836539238107	14.0676862311
370	0.94317197524	7860.16948071	0.000218426160425	0.231202683377	1.0	0.836539238107	14.0676862311
371	0.949031887903	7349.80714573	0.000264577903115	0.201877325382	1.0	0.729824390496	14.1329206015
372	0.949031887903	7349.80714573	0.000264577903115	0.201877325382	1.0	0.729824390496	14.1329206015
373	0.949031887903	7349.80714573	0.000264577903115	0.201877325382	1.0	0.729824390496	14.1329206015
374	0.949031887903	7349.80714573	0.000264577903115	0.201877325382	1.0	0.729824390496	14.1329206015
375	0.949031887903	7349.80714573	0.000264577903115	0.201877325382	1.0	0.729824390496	14.1329206015
376	0.949031887903	7349.80714573	0.000264577903115	0.201877325382	1.0	0.729824390496	14.1329206015
377	0.951931485131	6487.16972298	0.000270460813086	0.251951005048	1.0	0.660464747065	14.2186797455
378	0.951931485131	6487.16972298	0.000270460813086	0.251951005048	1.0	0.660464747065	14.2186797455
379	0.951931485131	6487.16972298	0.000270460813086	0.251951005048	1.0	0.660464747065	14.2186797455
380	0.951931485131	6487.16972298	0.000270460813086	0.251951005048	1.0	0.660464747065	14.2186797455
381	0.940145649626	6979.00053701	0.000334118127926	0.297566331573	1.0	0.696692391256	13.9542449184
382	0.945345430383	6563.66525253	0.000348313175434	0.282542418094	1.0	0.8157417838	14.0876047375
383	0.942954566091	6390.26238137	0.000329772966799	0.297306081803	1.0	0.878932679619	13.9432655423
384	0.933164768714	4668.99244148	0.000396086664707	0.160965026568	1.0	0.962183042635	14.8742329472
385	0.932777955245	6008.3492482	0.00051050549512	0.292083140475	1.0	0.856042515532	14.9399050444
386	0.936205703369	5809.30009108	0.000496591341996	0.293773845068	1.0	0.882560026041	14.9047362668
387	0.936205703369	5809.30009108	0.000496591341996	0.293773845068	1.0	0.882560026041	14.9047362668
388	0.938843286366	5611.68825344	0.000451179325566	0.164818484666	1.0	0.925342232289	15.1871526293
389	0.938843286366	5611.68825344	0.000451179325566	0.164818484666	1.0	0.925342232289	15.1871526293
390	0.937230852473	4093.34520816	0.00059799792485	0.179241498115	1.0	0.804458869116	14.7504226316
391	0.929413713804	3792.40036192	0.000418545831648	0.173180594082	1.0	0.853676541873	14.692767186
392	0.929413713804	3792.40036192	0.000418545831648	0.173180594082	1.0	0.853676541873	14.692767186
393	0.917553599427	3691.65796667	0.00042512140165	0.328966638045	1.0	0.841372717075	14.8955267222
394	0.939286267958	4083.10528968	0.00058836511899	0.308879971855	1.0	0.862386073196	14.3790620212
395	0.939252917325	3789.43701434	0.000543008527708	0.152103736332	1.0	0.846392515999	14.2578210273
396	0.943590915856	3618.67881956	0.000594621041264	0.0903506841482	1.0	0.840613887525	13.8712451342
397	0.943590915856	3618.67881956	0.000594621041264	0.0903506841482	1.0	0.840613887525	13.8712451342
398	0.943590915856	3618.67881956	0.000594621041264	0.0903506841482	1.0	0.840613887525	13.8712451342
399	0.943590915856	3618.67881956	0.000594621041264	0.0903506841482	1.0	0.840613887525	13.8712451342
400	0.936755212172	2621.00067258	0.000688698063947	0.0459075964931	1.0	0.65659478901	14.8283219185
401	0.936755212172	2621.00067258	0.000688698063947	0.0459075964931	1.0	0.65659478901	14.8283219185
402	0.936755212172	2621.00067258	0.000688698063947	0.0459075964931	1.0	0.65659478901	14.8283219185
403	0.936755212172	2621.00067258	0.000688698063947	0.0459075964931	1.0	0.65659478901	14.8283219185
404	0.936755212172	2621.00067258	0.000688698063947	0.0459075964931	1.0	0.65659478901	14.8283219185
405	0.938951386543	2339.80757718	0.000740922869069	0.0451819031221	1.0	0.717188986222	14.8905018969
406	0.934622787955	2290.94807744	0.000887912753353	0.0929500988814	1.0	0.661573925258	15.0961455667
407	0.935597432652	1945.25907143	0.000942179632883	0.143550448662	1.0	0.587770992315	14.4937672839
408	0.930542044749	1176.64381027	0.00110550933642	0.0823115221269	1.0	0.507938990316	14.652455669
409	0.930633865743	1539.16761022	0.00121036289533	0.105851739755	1.0	0.510738491959	14.1188386336
410	0.930633865743	1539.16761022	0.00121036289533	0.105851739755	1.0	0.510738491959	14.1188386336
411	0.930633865743	1539.16761022	0.00121036289533	0.105851739755	1.0	0.510738491959	14.1188386336
412	0.918261230208	1318.2422273	0.00142695692778	0.235156889171	1.0	0.360362192691	14.0653812946
413	0.918261230208	1318.2422273	0.00142695692778	0.235156889171	1.0	0.360362192691	14.0653812946
414	0.922765044922	1474.56024472	0.00132411825603	0.441692758611	1.0	0.34558075819	14.3559948109
415	0.918507595189	1488.7113996	0.00168086296861	0.51644887772	1.0	0.442181367153	14.7187087696
416	0.918507595189	1488.7113996	0.00168086296861	0.51644887772	1.0	0.442181367153	14.7187087696
417	0.918507595189	1488.7113996	0.00168086296861	0.51644887772	1.0	0.442181367153	14.7187087696
418	0.918507595189	1488.7113996	0.00168086296861	0.51644887772	1.0	0.442181367153	14.7187087696
419	0.918507595189	1488.7113996	0.00168086296861	0.51644887772	1.0	0.442181367153	14.7187087696
420	0.918507595189	1488.7113996	0.00168086296861	0.51644887772	1.0	0.442181367153	14.7187087696
421	0.924991966792	1290.27037532	0.00159695727066	0.381572366685	1.0	0.478150407708	14.7442692479
422	0.924991966792	1290.27037532	0.00159695727066	0.381572366685	1.0	0.478150407708	14.7442692479
423	0.924991966792	1290.27037532	0.00159695727066	0.381572366685	1.0	0.478150407708	14.7442692479
424	0.922644444032	1333.44791358	0.00189272314975	0.455967086614	1.0	0.543931311912	14.4378658024
425	0.922644444032	1333.44791358	0.00189272314975	0.455967086614	1.0	0.543931311912	14.4378658024
426	0.922644444032	1333.44791358	0.00189272314975	0.455967086614	1.0	0.543931311912	14.4378658024
427	0.922644444032	1333.44791358	0.00189272314975	0.455967086614	1.0	0.543931311912	14.4378658024
428	0.923199967598	1325.61902549	0.00189725156313	0.542759302842	1.0	0.577724474496	14.587256346
429	0.921492964257	1349.6610045	0.00165115404378	0.526893560471	1.0	0.448426503613	14.4558382583
430	0.914282341321	1318.65270314	0.00177865498206	0.594799316898	1.0	0.310927535208	14.8426064982
431	0.915858709938	1259.51844767	0.00203566151166	0.490212697578	1.0	0.446001146947	14.9708653279
432	0.920796351759	1416.6183706	0.00207179163221	0.574561665401	1.0	0.652103253962	14.4511875236
433	0.915292684318	1397.86235708	0.00169950052063	0.626697610038	1.0	0.5444255068	14.1131881943
434	0.915292684318	1397.86235708	0.00169950052063	0.626697610038	1.0	0.5444255068	14.1131881943
435	0.910818059256	1211.53849962	0.0026364223613	0.498964019419	1.0	0.508195229474	13.8824034136
436	0.919101921401	1208.29815988	0.00233505269862	0.477981081984	1.0	0.614559664273	13.9511317936
437	0.913853251291	1021.76077416	0.0021634063428	0.441128950532	1.0	0.689241186613	13.8281064475
438	0.913853251291	1021.76077416	0.0021634063428	0.441128950532	1.0	0.689241186613	13.8281064475
439	0.922277943928	1149.28633149	0.00244786918051	0.128120303889	1.0	0.795105698125	13.8649294132
440	0.920879411917	1423.67105982	0.00222415079927	0.179495794462	1.0	0.815244958132	14.8379611667
441	0.920879411917	1423.67105982	0.00222415079927	0.179495794462	1.0	0.815244958132	14.8379611667
442	0.926368058373	1549.40588842	0.00161956839154	0.298313677497	1.0	0.831365068879	14.3799582698
443	0.917854354044	1004.26495395	0.00185377516156	0.182747742127	1.0	0.802616186609	14.1427329191
444	0.921927207507	1018.84324796	0.00228051002772	0.206900021377	1.0	0.777715223414	14.6306181953
445	0.920797509829	1080.67795225	0.0017767859772	0.205052289357	1.0	0.7030086108	14.7408847488
446	0.916264004676	1259.93993938	0.00154757349242	0.251774041855	1.0	0.939054280165	14.8527903715
447	0.916264004676	1259.93993938	0.00154757349242	0.251774041855	1.0	0.939054280165	14.8527903715
448	0.916264004676	1259.93993938	0.00154757349242	0.251774041855	1.0	0.939054280165	14.8527903715
449	0.916264004676	1259.93993938	0.00154757349242	0.251774041855	1.0	0.939054280165	14.8527903715
450	0.916264004676	1259.93993938	0.00154757349242	0.251774041855	1.0	0.939054280165	14.8527903715
451	0.916935437334	1119.85279931	0.001636311759	0.171960929523	1.0	0.98749721262	15.1384767938
452	0.916935437334	1119.85279931	0.001636311759	0.171960929523	1.0	0.98749721262	15.1384767938
453	0.916935437334	1119.85279931	0.001636311759	0.171960929523	1.0	0.98749721262	15.1384767938
454	0.920052746346	1246.72615701	0.00167581265006	0.223524906243	1.0	0.936768913339	15.1814228202
455	0.920052746346	1246.72615701	0.00167581265006	0.223524906243	1.0	0.936768913339	15.1814228202
456	0.91926194322	1315.63175484	0.00143770419407	0.190446099685	1.0	0.884814116264	14.9921445748
457	0.909495380603	1196.90528509	0.0011027768787	0.199977235229	1.0	0.828705376548	14.1511226156
458	0.909495380603	1196.90528509	0.0011027768787	0.199977235229	1.0	0.828705376548	14.1511226156
459	0.909495380603	1196.90528509	0.0011027768787	0.199977235229	1.0	0.828705376548	14.1511226156
460	0.909495380603	1196.90528509	0.0011027768787	0.199977235229	1.0	0.828705376548	14.1511226156
461	0.920899534184	1310.3548742	0.00161382540015	0.221168030615	1.0	0.848874910476	14.0328447311
462	0.924024732538	1176.88394697	0.00197426744903	0.114202110108	1.0	0.713932044361	14.3679752916
463	0.925868235856	1094.12309462	0.00145474479301	0.103968121229	1.0	0.662742292723	14.3952781637
464	0.925868235856	1094.12309462	0.00145474479301	0.103968121229	1.0	0.662742292723	14.3952781637
465	0.925207701305	983.407457368	0.00155408848498	0.0442636161917	1.0	0.602507319231	13.8864736155
466	0.912839012125	784.329896247	0.0020982352322	0.0861598706391	1.0	0.753791112169	14.2779861019
467	0.912839012125	784.329896247	0.0020982352322	0.0861598706391	1.0	0.753791112169	14.2779861019
468	0.912839012125	784.329896247	0.0020982352322	0.0861598706391	1.0	0.753791112169	14.2779861019
469	0.923215130877	782.618341337	0.00245106579636	0.02162728068	1.0	0.703356449604	14.5106028122
470	0.919503234337	925.688420952	0.00269071218883	0.10491794872	1.0	0.75551631317	14.141439776
471	0.922026024843	878.095623267	0.00277742354902	0.14127719833	1.0	0.896967955799	14.8166296366
472	0.918332160981	790.772104754	0.00263650920175	0.0376224199539	1.0	0.766858685769	14.0698030565
473	0.917390942594	766.806051417	0.00236296402731	0.189043020338	1.0	0.674220796051	13.8541241757
474	0.917390942594	766.806051417	0.00236296402731	0.189043020338	1.0	0.674220796051	13.8541241757
475	0.916665858898	1016.91480415	0.00255427270656	0.26690766364	1.0	0.656374454792	14.0046651565
476	0.916665858898	1016.91480415	0.00255427270656	0.26690766364	1.0	0.656374454792	14.0046651565
477	0.916665858898	1016.91480415	0.00255427270656	0.26690766364	1.0	0.656374454792	14.0046651565
478	0.920487482858	1058.78793373	0.00233060092855	0.31922569363	1.0	0.699703027522	14.1933593737
479	0.920501959193	1069.48659812	0.00236287540331	0.397841562813	1.0	0.757623940922	14.3097396334
480	0.926999958079	1306.61709724	0.00189218631099	0.292823264852	1.0	0.686145415922	14.1001352032
481	0.926600940487	1529.03665358	0.00172745193463	0.318806978216	1.0	0.883407919322	15.0650889493
482	0.918731779953	1686.53294307	0.00130445253513	0.255199869188	1.0	0.967897038735	14.7106845004
483	0.92163268946	1391.56932769	0.00139495396386	0.198579179834	1.0	0.804124603721	15.1181313055
484	0.921762528254	1506.09502466	0.00122566322392	0.252641277492	1.0	0.761874725081	14.5412523637
485	0.930330294155	1858.96638983	0.00109299309085	0.139118541141	1.0	0.770514156344	15.0458775188
486	0.934839595711	2483.51170063	0.000951823403632	0.114446004361	1.0	0.775271974045	14.2914071473
487	0.933368318224	2493.32164615	0.000958584471987	0.0775056583576	1.0	0.838788132656	14.1298558087
488	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
489	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
490	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
491	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
492	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
493	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
494	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
495	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
496	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
497	0.936469722593	2394.11399556	0.000944461886134	0.175614425472	1.0	0.791125156159	13.9849356747
498	0.930603371226	2083.74909136	0.00100532039813	0.34235474255	1.0	0.630232933809	13.9468786781
499	0.930603371226	2083.74909136	0.00100532039813	0.34235474255	1.0	0.630232933809	13.9468786781
500	0.930603371226	2083.74909136	0.00100532039813	0.34235474255	1.0	0.630232933809	13.9468786781
501	0.928564603674	2360.75952757	0.00100592979644	0.2474620428	1.0	0.613792548327	13.851901505
502	0.934663904773	2114.91725109	0.000907441002205	0.223778906915	1.0	0.62127702747	14.1240045513
503	0.934663904773	2114.91725109	0.000907441002205	0.223778906915	1.0	0.62127702747	14.1240045513
504	0.934663904773	2114.91725109	0.000907441002205	0.223778906915	1.0	0.62127702747	14.1240045513
505	0.934663904773	2114.91725109	0.000907441002205	0.223778906915	1.0	0.62127702747	14.1240045513
506	0.934663904773	2114.91725109	0.000907441002205	0.223778906915	1.0	0.62127702747	14.1240045513
507	0.934663904773	2114.91725109	0.000907441002205	0.223778906915	1.0	0.62127702747	14.1240045513
508	0.928920008864	2587.8819074	0.000932972689715	0.141098487205	1.0	0.712666872105	14.1405979759
509	0.927202198561	1951.89404655	0.000600821565728	0.0902346103064	1.0	0.676621105472	14.1496590217
510	0.923697533865	2610.61198872	0.000464599988414	0.176043807779	1.0	0.715185786311	13.9516497316
511	0.923697533865	2610.61198872	0.000464599988414	0.176043807779	1.0	0.715185786311	13.9516497316
512	0.924115297656	2505.91558855	0.00055952221196	0.228288260938	1.0	0.656199412686	14.5915878661
513	0.928048073535	3234.70972372	0.000414954837472	0.217627743399	1.0	0.620790208876	14.2484778902
514	0.927341168506	4503.94030378	0.000543756132355	0.164438926968	1.0	0.687952257232	15.2023378384
515	0.927341168506	4503.94030378	0.000543756132355	0.164438926968	1.0	0.687952257232	15.2023378384
516	0.940492495378	4058.10530621	0.000548402536073	0.263970563359	1.0	0.835530895722	15.182923674
517	0.940492495378	4058.10530621	0.000548402536073	0.263970563359	1.0	0.835530895722	15.182923674
